SER_NUM	FROM_FIRST_TIME	BEFORE_US	TOT_MATCHED	BEFORE_US_PROMILE	MATCHED_FLG
2	10	42	3373	12.5	0
3	60	30	3373	8.9	0
4	70	42	3375	12.4	0
5	90	26	3375	7.7	0
6	100	41	3375	12.1	0
7	121	26	3375	7.7	0
8	131	41	3375	12.1	0
9	151	27	3379	8.0	0
10	191	42	3379	12.4	0
1	0	37	11138	3.3	0
2	10	37	11148	3.3	0
3	61	46	11171	4.1	0
4	91	30	11171	2.7	0
5	111	45	11171	4.0	0
6	182	23	11171	2.1	0
7	192	38	11171	3.4	0
8	212	42	11171	3.8	0
9	264	25	11175	2.2	0
1	0	35	10489	3.3	0
2	40	23	10526	2.2	0
3	50	38	10526	3.6	0
4	90	19	10560	1.8	0
1	0	36	90055	0.4	0
2	10	42	90442	0.5	0
3	40	42	92663	0.5	0
4	60	30	92769	0.3	0
5	120	24	93127	0.3	0
1	0	43	12908	3.3	0
2	40	40	12908	3.1	0
3	50	44	12908	3.4	0
4	60	42	12909	3.3	0
5	110	30	12972	2.3	0
6	120	46	12972	3.5	0
7	181	27	13058	2.1	0
8	200	47	13108	3.6	0
1	0	40	63853	0.6	0
2	50	42	63975	0.7	0
3	91	28	64075	0.4	0
4	100	30	64075	0.5	0
5	140	49	64247	0.8	0
6	191	39	64292	0.6	0
7	231	41	64292	0.6	0
1	0	41	26027	1.6	0
2	60	39	27372	1.4	0
3	81	19	27372	0.7	0
4	91	39	27372	1.4	0
1	0	38	15400	2.5	0
2	71	32	16626	1.9	1
1	0	42	17040	2.5	0
2	30	16	17055	0.9	1
1	0	23	64208	0.4	0
2	80	21	65698	0.3	1
1	0	27	4321	6.2	0
2	10	18	4322	4.2	0
3	20	42	4322	9.7	0
4	30	15	4322	3.5	0
5	50	30	4330	6.9	0
6	141	42	4337	9.7	0
1	0	43	11161	3.9	0
2	40	43	11161	3.9	0
3	50	23	11161	2.1	0
4	101	43	11207	3.8	0
5	121	42	11207	3.7	0
6	131	43	11207	3.8	0
7	171	42	11207	3.7	0
8	232	42	11207	3.7	0
9	252	43	11207	3.8	0
1	0	43	50841	0.8	1
2	10	30	50920	0.6	0
3	40	33	55394	0.6	1
4	50	43	55399	0.8	0
5	61	42	55399	0.8	1
1	0	22	3360	6.5	0
2	10	37	3361	11.0	0
3	71	42	3415	12.3	0
4	91	30	3427	8.8	0
5	133	38	3428	11.1	0
6	171	16	3534	4.5	0
7	181	13	3633	3.6	0
8	192	12	3633	3.3	0
9	202	16	3643	4.4	0
10	222	16	3643	4.4	0
11	242	43	3643	11.8	0
1	0	30	8135	3.7	0
2	84	42	8167	5.1	0
3	136	30	8167	3.7	0
4	157	45	8167	5.5	0
5	209	21	8224	2.6	0
6	282	38	8237	4.6	0
7	292	15	8237	1.8	0
8	302	15	8237	1.8	0
9	333	15	8237	1.8	0
1	0	42	5669	7.4	0
2	74	27	5669	4.8	0
3	105	27	5669	4.8	0
4	219	15	5814	2.6	0
5	281	18	5814	3.1	0
1	0	44	3024	14.6	0
2	238	42	3044	13.8	0
1	0	42	6438	6.5	0
2	112	42	6560	6.4	0
1	0	38	4133	9.2	0
2	82	30	4294	7.0	0
3	132	42	4294	9.8	0
1	0	42	4584	9.2	0
2	10	15	4584	3.3	0
3	30	38	4586	8.3	0
4	50	42	4586	9.2	0
5	60	15	4586	3.3	0
6	121	15	4586	3.3	0
7	131	15	4586	3.3	0
8	151	15	4586	3.3	0
1	0	31	161057	0.2	0
2	20	31	161320	0.2	0
3	120	24	165655	0.1	0
4	212	46	165859	0.3	0
5	242	37	168674	0.2	0
1	0	42	11472	3.7	0
2	50	42	11607	3.6	0
3	172	39	12031	3.2	0
4	192	15	12047	1.2	0
5	202	15	12047	1.2	1
6	222	42	12067	3.5	1
7	343	42	12312	3.4	1
1	0	38	3123	12.2	0
2	20	22	3125	7.0	0
3	93	46	3215	14.3	1
4	204	42	3229	13.0	0
5	235	38	3229	11.8	0
6	266	42	3229	13.0	1
1	0	42	26537	1.6	0
2	33	11	26840	0.4	0
3	94	33	27612	1.2	1
4	195	23	27733	0.8	0
5	205	38	27739	1.4	1
6	297	30	28249	1.1	0
1	0	40	55386	0.7	0
2	20	49	55497	0.9	1
3	83	23	55702	0.4	0
4	94	38	55710	0.7	1
5	124	38	55849	0.7	0
6	154	10	55918	0.2	0
7	174	7	55922	0.1	1
1	0	30	46862	0.6	1
2	202	35	46439	0.8	0
3	212	44	46439	0.9	0
4	313	30	46483	0.6	0
1	0	40	240845	0.2	1
1	0	43	79018	0.5	0
2	30	30	79053	0.4	0
3	71	47	79184	0.6	0
4	91	43	79196	0.5	0
5	111	48	79227	0.6	1
1	0	41	10715	3.8	0
2	10	13	10715	1.2	0
3	30	13	10715	1.2	0
4	40	26	10715	2.4	0
5	61	37	10737	3.4	0
6	81	46	10737	4.3	0
7	102	27	10737	2.5	0
8	111	38	10738	3.5	0
9	141	42	10740	3.9	0
10	171	30	10740	2.8	0
11	201	42	10740	3.9	0
12	211	42	10740	3.9	0
1	0	7	4615	1.5	0
2	20	30	4650	6.5	0
3	151	35	4656	7.5	0
1	0	36	15235	2.4	0
2	20	15	15624	1.0	0
3	70	25	15646	1.6	0
4	90	41	15646	2.6	0
5	212	35	15672	2.2	0
6	222	46	15683	2.9	0
1	0	46	18646	2.5	0
2	11	32	18663	1.7	1
3	72	26	19181	1.4	0
4	103	17	19220	0.9	0
5	143	13	19277	0.7	0
1	0	34	15013	2.3	0
2	163	9	15668	0.6	0
3	173	9	15690	0.6	1
4	244	44	16005	2.7	0
5	296	42	16005	2.6	0
1	0	19	32274	0.6	0
2	142	45	33139	1.4	0
3	176	43	33148	1.3	0
4	269	11	33195	0.3	0
5	279	15	33195	0.5	0
6	309	45	33195	1.4	0
1	0	23	24055	1.0	0
2	74	42	24271	1.7	0
3	127	42	24271	1.7	0
4	158	38	24290	1.6	0
5	220	38	24317	1.6	0
1	0	38	4093	9.3	0
2	30	42	4093	10.3	0
3	53	23	4111	5.6	0
4	63	38	4111	9.2	0
5	86	42	4111	10.2	0
6	146	49	4131	11.9	0
1	0	32	4020	8.0	0
2	50	32	4143	7.7	0
3	60	42	4202	10.0	0
4	80	15	4224	3.6	0
1	0	30	16826	1.8	0
2	10	5	16826	0.3	0
3	30	5	16826	0.3	0
4	100	28	16857	1.7	0
5	160	31	16892	1.8	0
6	180	48	16892	2.8	0
7	190	45	16892	2.7	0
8	230	49	16892	2.9	0
9	240	42	16892	2.5	0
10	290	47	16896	2.8	0
1	0	21	178053	0.1	0
2	20	28	178064	0.2	0
3	160	23	179065	0.1	0
4	202	23	179117	0.1	0
5	272	42	179328	0.2	0
1	0	43	5989	7.2	1
2	90	9	6183	1.5	0
3	100	9	6183	1.5	0
4	150	30	6209	4.8	0
5	210	40	6209	6.4	0
6	231	6	6258	1.0	0
7	241	31	6284	4.9	0
8	251	42	6286	6.7	0
9	271	42	6286	6.7	1
1	0	20	4298	4.7	0
2	20	35	4298	8.1	0
3	51	15	4338	3.5	0
4	151	42	4387	9.6	0
5	171	32	4387	7.3	0
6	181	49	4387	11.2	0
7	201	42	4387	9.6	0
8	221	49	4387	11.2	0
1	0	46	124464	0.4	1
2	51	38	124556	0.3	0
3	61	49	124851	0.4	0
4	132	29	125383	0.2	0
5	235	33	126609	0.3	0
6	255	38	126784	0.3	0
1	0	12	12480	1.0	0
2	21	44	12544	3.5	0
3	51	30	12784	2.3	0
4	61	41	12807	3.2	0
5	71	30	12807	2.3	0
6	101	42	12807	3.3	0
7	142	29	12807	2.3	0
8	152	25	12807	2.0	0
9	173	21	12807	1.6	0
10	214	49	12829	3.8	0
11	265	42	12851	3.3	0
1	0	30	6299	4.8	0
2	41	45	6320	7.1	0
3	91	27	6764	4.0	0
4	101	46	6764	6.8	0
5	211	42	6777	6.2	0
6	361	38	6797	5.6	0
7	493	23	7586	3.0	0
1	0	25	49647	0.5	0
2	50	48	50294	1.0	0
3	172	32	50425	0.6	0
4	252	40	50615	0.8	0
1	0	13	3130	4.2	0
2	30	23	3135	7.3	0
3	40	20	3135	6.4	0
4	60	23	3135	7.3	0
1	0	15	20946	0.7	0
2	90	43	22136	1.9	1
3	193	20	22246	0.9	0
4	203	39	22247	1.8	0
5	213	30	22247	1.3	0
6	274	30	22331	1.3	1
7	495	35	22979	1.5	0
1	0	8	16751	0.5	0
2	40	38	16751	2.3	0
3	50	42	16751	2.5	0
4	80	38	16752	2.3	0
5	111	42	16762	2.5	0
6	141	22	16802	1.3	0
7	382	46	16869	2.7	0
8	412	17	16869	1.0	0
9	422	18	16873	1.1	0
1	0	42	13317	3.2	0
2	50	42	13317	3.2	0
3	110	41	13321	3.1	0
4	140	38	13321	2.9	0
5	180	22	13321	1.7	0
6	190	30	13321	2.3	0
7	210	33	13321	2.5	0
8	230	22	13321	1.7	0
9	241	37	13321	2.8	0
10	261	22	13321	1.7	0
11	281	30	13321	2.3	0
12	301	42	13327	3.2	0
13	321	15	13327	1.1	0
14	331	18	13327	1.4	0
15	351	42	13333	3.2	0
16	422	15	13333	1.1	0
1	0	34	6959	4.9	0
2	10	42	6959	6.0	0
3	40	33	6959	4.7	0
4	101	41	7028	5.8	0
5	141	41	7028	5.8	0
1	0	42	8076	5.2	0
2	50	45	8177	5.5	0
3	60	27	8177	3.3	0
4	70	42	8193	5.1	0
5	90	27	8205	3.3	0
6	161	39	8365	4.7	0
1	0	30	5029	6.0	0
2	30	42	5029	8.4	0
3	101	22	5048	4.4	0
4	111	38	5048	7.5	0
5	131	17	5060	3.4	0
6	141	35	5060	6.9	0
7	181	44	5060	8.7	0
8	231	42	5060	8.3	0
9	291	42	5060	8.3	0
10	341	42	5060	8.3	0
1	0	40	4733	8.5	0
2	40	34	4733	7.2	0
3	60	23	4773	4.8	0
4	150	41	4826	8.5	0
5	191	45	4826	9.3	0
6	241	44	4826	9.1	0
7	251	42	4826	8.7	0
8	302	43	4826	8.9	0
1	0	42	11726	3.6	0
2	10	3	11726	0.3	0
3	80	15	11733	1.3	0
1	0	7	29614	0.2	0
2	41	45	29629	1.5	0
3	51	48	29629	1.6	0
4	61	25	29629	0.8	0
5	71	9	29629	0.3	0
1	0	42	3356	12.5	0
2	29	15	3356	4.5	0
3	39	14	3368	4.2	0
4	49	18	3368	5.3	0
5	59	49	3368	14.5	0
6	69	18	3368	5.3	0
7	79	33	3368	9.8	0
8	109	44	3368	13.1	0
1	0	30	7757	3.9	0
1	0	47	7602	6.2	0
2	25	42	7602	5.5	0
1	0	42	41562	1.0	0
2	101	22	41698	0.5	0
3	111	43	41698	1.0	1
1	0	23	92489	0.2	0
1	0	38	8816	4.3	0
2	61	24	8828	2.7	0
3	81	24	8828	2.7	0
4	92	40	8828	4.5	0
5	112	24	8828	2.7	1
6	264	32	8891	3.6	0
7	274	15	8891	1.7	0
8	284	18	8891	2.0	0
9	304	21	8909	2.4	0
1	0	15	16769	0.9	0
2	91	27	16853	1.6	0
3	142	30	16856	1.8	0
4	162	42	16876	2.5	0
5	172	20	16883	1.2	0
6	202	43	16883	2.5	0
7	212	33	16903	2.0	0
8	242	20	16903	1.2	0
1	0	38	3528	10.8	1
1	0	35	10474	3.3	0
1	0	38	24491	1.6	0
2	30	42	24491	1.7	0
3	75	35	24497	1.4	0
4	115	49	24515	2.0	0
5	147	42	24515	1.7	0
6	167	24	24515	1.0	0
7	177	39	24515	1.6	0
8	187	24	24515	1.0	0
9	268	43	24598	1.7	0
10	389	33	24683	1.3	0
11	439	37	24683	1.5	0
1	0	45	7710	5.8	0
2	45	23	7710	3.0	0
3	66	42	7710	5.4	0
4	76	23	7710	3.0	1
5	268	23	7949	2.9	0
6	288	38	7949	4.8	0
7	318	49	8012	6.1	0
8	348	42	8012	5.2	0
1	0	26	52512	0.5	0
2	40	23	52988	0.4	1
3	121	42	54284	0.8	1
4	191	42	55148	0.8	0
5	212	19	55181	0.3	0
6	272	30	55194	0.5	0
7	292	32	55216	0.6	0
1	0	41	15276	2.7	1
2	41	38	15468	2.5	1
3	131	30	16026	1.9	0
1	0	26	35775	0.7	0
2	51	30	35830	0.8	0
3	81	22	35839	0.6	0
4	111	44	35879	1.2	0
5	353	20	36387	0.5	0
6	383	18	36897	0.5	0
1	0	43	39615	1.1	0
2	11	17	39627	0.4	0
3	31	39	39677	1.0	0
4	71	27	39738	0.7	0
5	81	30	39738	0.8	0
6	131	46	39930	1.2	0
7	141	40	39935	1.0	1
8	212	25	40251	0.6	0
9	232	40	40262	1.0	0
1	0	15	3224	4.7	0
2	10	35	3224	10.9	0
3	30	38	3224	11.8	0
4	60	39	3231	12.1	0
5	130	15	3247	4.6	0
6	140	42	3247	12.9	1
7	220	15	3260	4.6	0
8	260	38	3260	11.7	0
9	280	23	3275	7.0	0
10	290	36	3286	11.0	0
11	300	46	3286	14.0	0
1	0	45	14909	3.0	0
2	75	15	15012	1.0	0
3	97	42	15089	2.8	0
4	128	38	15275	2.5	0
5	216	46	15532	3.0	0
1	0	41	10416	3.9	0
2	20	45	10416	4.3	0
3	52	38	10416	3.6	0
1	0	15	3904	3.8	0
1	0	30	10251	2.9	0
2	10	45	10251	4.4	0
3	30	25	10251	2.4	0
4	41	30	10251	2.9	0
5	81	42	10251	4.1	0
6	152	41	10251	4.0	0
7	172	15	10251	1.5	0
8	192	42	10251	4.1	0
9	283	44	10291	4.3	0
10	303	42	10291	4.1	0
1	0	27	7563	3.6	0
2	20	43	7563	5.7	0
3	30	15	7563	2.0	0
4	40	42	7563	5.6	0
5	60	15	7563	2.0	0
6	121	29	7593	3.8	0
7	141	30	7735	3.9	0
1	0	33	12789	2.6	0
2	31	42	12790	3.3	0
3	61	38	12790	3.0	0
4	142	6	12800	0.5	0
1	0	14	24682	0.6	0
2	10	30	24704	1.2	1
3	80	31	24895	1.2	1
4	191	31	24976	1.2	0
5	211	45	25046	1.8	1
1	0	38	123868	0.3	0
2	10	34	124068	0.3	0
3	50	49	128641	0.4	1
4	120	30	135137	0.2	1
5	250	34	139644	0.2	1
6	260	22	139667	0.2	1
1	0	34	44548	0.8	0
2	31	42	44573	0.9	0
1	0	42	37380	1.1	0
2	21	39	37459	1.0	0
1	0	33	7431	4.4	0
2	20	42	7431	5.7	0
1	0	38	10667	3.6	0
2	20	24	10671	2.2	0
3	80	43	10679	4.0	0
4	100	43	10687	4.0	0
5	110	37	10687	3.5	0
6	121	42	10691	3.9	0
7	191	19	10691	1.8	0
1	0	49	7345	6.7	0
2	100	45	7358	6.1	0
3	161	26	7358	3.5	0
4	181	45	7358	6.1	0
5	211	46	7410	6.2	0
6	261	42	7410	5.7	0
7	281	23	7410	3.1	0
8	291	45	7410	6.1	0
1	0	8	22642	0.4	0
2	10	23	22642	1.0	0
3	71	38	22667	1.7	0
4	111	45	22687	2.0	0
5	131	13	22690	0.6	0
6	141	30	22690	1.3	0
7	161	46	22690	2.0	0
8	251	30	22690	1.3	0
1	0	45	5398	8.3	0
2	21	42	5402	7.8	0
3	81	42	5621	7.5	0
4	262	45	5634	8.0	0
5	312	42	5664	7.4	0
6	332	41	5664	7.2	0
7	362	42	5664	7.4	0
1	0	45	4790	9.4	0
2	90	42	4810	8.7	0
3	120	38	4976	7.6	0
4	151	42	4976	8.4	0
5	181	38	4976	7.6	0
6	211	30	4976	6.0	0
7	231	19	4976	3.8	0
8	261	42	4976	8.4	0
9	271	15	4976	3.0	1
10	371	42	5019	8.4	0
1	0	21	76934	0.3	0
2	30	30	77031	0.4	0
3	50	30	77062	0.4	0
4	70	30	77306	0.4	1
5	290	47	78131	0.6	1
1	0	18	112020	0.2	0
2	20	43	113170	0.4	0
3	50	38	116129	0.3	1
4	150	43	118328	0.4	0
5	160	35	118497	0.3	1
6	220	43	119570	0.4	0
7	350	20	121433	0.2	0
8	360	26	121447	0.2	1
1	0	23	11367	2.0	0
2	10	38	11367	3.3	1
3	60	26	11481	2.3	0
4	120	48	11599	4.1	0
5	130	37	11599	3.2	0
6	140	13	11605	1.1	0
7	170	38	11609	3.3	0
1	0	23	89507	0.3	1
2	150	43	91416	0.5	1
3	300	43	96695	0.4	0
4	330	14	97393	0.1	0
1	0	27	4183	6.5	0
2	30	46	4183	11.0	0
3	50	38	4183	9.1	0
4	90	24	4183	5.7	0
5	100	39	4183	9.3	0
6	120	23	4183	5.5	0
7	130	42	4183	10.0	0
8	220	15	4200	3.6	0
9	230	46	4263	10.8	0
10	260	38	4263	8.9	0
1	0	46	32357	1.4	0
2	71	32	32362	1.0	0
3	121	30	32387	0.9	0
4	182	30	32540	0.9	0
5	202	46	32544	1.4	0
6	234	42	32546	1.3	1
7	350	42	32587	1.3	0
1	0	48	105997	0.5	1
2	50	43	106584	0.4	0
3	100	46	107136	0.4	0
1	0	30	291189	0.1	1
2	140	43	300604	0.1	1
3	360	25	304712	0.1	0
4	390	39	305709	0.1	0
5	480	37	310066	0.1	0
6	500	18	313674	0.1	1
1	0	43	24549	1.8	0
2	61	38	24863	1.5	1
3	211	39	27309	1.4	0
4	252	36	27319	1.3	0
1	0	13	13119	1.0	0
2	10	33	13122	2.5	0
3	20	13	13122	1.0	1
4	201	18	13245	1.4	0
5	221	45	13245	3.4	0
6	272	43	13245	3.2	0
7	302	33	13265	2.5	0
8	332	33	13285	2.5	0
1	0	23	104321	0.2	1
2	190	34	107534	0.3	1
3	260	33	108368	0.3	0
1	0	44	16696	2.6	0
2	10	48	32466	1.5	0
3	40	42	32672	1.3	0
4	100	42	32715	1.3	0
5	151	49	32729	1.5	0
6	262	42	32809	1.3	0
7	292	42	32866	1.3	0
1	0	19	3020	6.3	0
2	20	45	3098	14.5	1
3	70	23	3223	7.1	0
4	80	35	3292	10.6	0
5	110	23	3311	6.9	0
1	0	30	28213	1.1	0
2	20	10	28213	0.4	0
3	30	43	28213	1.5	0
4	81	42	28213	1.5	0
5	131	15	28213	0.5	0
6	141	43	28213	1.5	0
1	0	15	3657	4.1	0
2	21	15	3673	4.1	0
3	31	22	3673	6.0	0
4	101	12	3701	3.2	0
5	111	15	3701	4.1	0
6	131	24	3701	6.5	0
7	151	42	3701	11.3	0
1	0	37	29360	1.3	0
2	50	7	29657	0.2	0
3	90	10	29717	0.3	0
4	150	45	29749	1.5	0
5	170	19	29776	0.6	0
1	0	15	3869	3.9	0
2	30	43	3869	11.1	0
3	40	42	3869	10.9	0
4	100	42	3869	10.9	0
5	150	42	3869	10.9	0
6	160	27	3869	7.0	0
7	180	49	3869	12.7	0
8	191	27	3869	7.0	0
9	201	31	3869	8.0	0
10	312	42	3875	10.8	0
11	362	42	3875	10.8	0
12	412	42	3875	10.8	0
1	0	30	5541	5.4	0
2	60	48	5601	8.6	0
3	110	31	5601	5.5	0
4	141	35	5601	6.2	0
5	171	27	5609	4.8	0
6	181	35	5731	6.1	0
7	362	49	5737	8.5	0
1	0	17	4703	3.6	0
2	40	45	4703	9.6	0
3	60	42	4703	8.9	0
4	101	41	4703	8.7	0
5	111	42	4703	8.9	0
6	161	42	4703	8.9	0
7	202	43	4703	9.1	0
8	252	30	4703	6.4	0
9	262	15	4703	3.2	0
10	282	49	4704	10.4	0
11	323	42	4704	8.9	0
12	383	42	4704	8.9	0
13	393	19	4704	4.0	0
14	413	30	4704	6.4	0
1	0	42	17595	2.4	0
2	60	38	17697	2.1	0
3	120	26	17765	1.5	0
4	130	40	17765	2.3	0
5	150	16	17775	0.9	0
6	160	32	17775	1.8	1
7	251	30	17904	1.7	0
8	291	38	17904	2.1	0
9	312	42	17904	2.3	0
10	352	15	17914	0.8	0
1	0	40	5279	7.6	0
2	101	30	5689	5.3	0
3	111	9	5702	1.6	0
4	151	17	5721	3.0	0
5	171	46	5830	7.9	0
6	262	25	5949	4.2	0
7	272	42	5949	7.1	0
8	302	48	5949	8.1	0
9	312	25	5949	4.2	0
10	322	42	5949	7.1	0
11	343	25	5949	4.2	0
1	0	48	9184	5.2	0
2	40	28	9184	3.0	0
3	60	31	9386	3.3	0
4	131	32	9471	3.4	0
5	141	35	9471	3.7	0
6	154	20	9471	2.1	0
7	173	34	9489	3.6	0
8	203	38	9489	4.0	0
1	0	32	4146	7.7	0
2	41	28	4146	6.8	0
3	61	26	4146	6.3	0
4	71	43	4146	10.4	0
5	111	48	4194	11.4	0
6	222	45	4194	10.7	0
7	262	30	4194	7.2	0
8	272	42	4194	10.0	0
9	292	30	4394	6.8	0
10	303	48	4394	10.9	0
11	353	28	4394	6.4	0
1	0	7	3880	1.8	0
1	0	33	5583	5.9	0
1	0	12	3258	3.7	0
2	20	12	3258	3.7	0
3	30	30	3282	9.1	1
4	201	38	3417	11.1	0
5	222	48	3795	12.6	0
6	322	25	4092	6.1	0
7	343	48	4092	11.7	0
8	433	30	4105	7.3	0
1	0	28	29535	0.9	0
2	20	45	29543	1.5	1
3	120	41	29796	1.4	0
4	140	43	29838	1.4	0
5	160	47	29846	1.6	0
6	210	27	29865	0.9	0
7	240	43	29865	1.4	0
8	250	42	29865	1.4	0
9	280	41	29870	1.4	0
10	371	46	29870	1.5	0
11	411	23	29892	0.8	0
12	421	38	29892	1.3	0
1	0	15	4668	3.2	0
2	11	17	4675	3.6	0
3	51	42	4710	8.9	0
4	61	42	4710	8.9	0
5	101	38	4739	8.0	0
6	111	27	4739	5.7	0
7	122	46	4739	9.7	0
8	142	30	4739	6.3	0
9	283	15	4791	3.1	1
1	0	46	12887	3.6	0
2	40	15	12887	1.2	0
3	151	35	13006	2.7	0
4	171	30	13006	2.3	0
5	201	31	13016	2.4	0
6	221	36	13016	2.8	0
7	262	41	13116	3.1	0
1	0	42	5424	7.7	0
2	20	48	5438	8.8	0
3	50	38	5448	7.0	0
4	100	42	5470	7.7	0
5	120	22	5470	4.0	0
6	150	36	5472	6.6	0
7	161	42	5472	7.7	0
8	221	38	5472	6.9	0
9	261	42	5472	7.7	0
10	372	42	5472	7.7	0
1	0	38	6186	6.1	0
2	30	15	6224	2.4	0
3	60	47	6325	7.4	0
4	70	17	6325	2.7	1
5	320	30	6496	4.6	0
1	0	20	9571	2.1	0
2	30	21	9572	2.2	0
3	50	49	9617	5.1	0
4	60	22	9617	2.3	0
5	151	42	9669	4.3	0
6	201	42	9687	4.3	0
7	241	38	9702	3.9	0
8	251	42	9702	4.3	0
9	352	27	9738	2.8	0
1	0	18	16480	1.1	0
2	80	40	16757	2.4	0
3	110	26	16769	1.6	0
1	0	25	12762	2.0	0
2	70	38	12827	3.0	1
3	150	17	13053	1.3	0
4	160	43	13097	3.3	1
5	230	34	13336	2.5	0
6	240	45	13435	3.3	0
7	270	34	13487	2.5	0
1	0	37	34678	1.1	1
2	91	37	34914	1.1	0
3	141	38	35021	1.1	0
4	172	31	35021	0.9	0
5	202	32	35113	0.9	0
6	242	14	35821	0.4	0
7	292	48	35836	1.3	0
1	0	20	6956	2.9	0
2	20	30	6956	4.3	0
3	80	36	6982	5.2	0
4	100	41	6983	5.9	0
5	141	35	7007	5.0	0
6	171	31	7007	4.4	0
1	0	40	17411	2.3	0
2	10	19	17411	1.1	0
3	40	19	17411	1.1	0
4	212	42	17547	2.4	0
5	222	26	17551	1.5	0
1	0	42	69140	0.6	0
2	30	45	69271	0.6	0
3	40	48	69271	0.7	0
4	60	30	69300	0.4	0
5	101	31	69630	0.4	0
6	141	42	69677	0.6	0
1	0	46	12567	3.7	0
2	51	42	12567	3.3	0
3	101	46	12567	3.7	0
4	141	43	12574	3.4	0
5	151	46	12574	3.7	0
6	161	38	12574	3.0	0
7	172	23	12574	1.8	1
8	202	42	12574	3.3	1
9	252	42	12592	3.3	1
1	0	49	557839	0.1	0
2	20	21	558368	0.0	0
3	151	45	563609	0.1	1
4	252	38	569968	0.1	1
5	322	48	574438	0.1	1
1	0	38	154897	0.2	0
2	70	38	157277	0.2	0
3	111	38	159594	0.2	1
4	151	33	159816	0.2	0
5	231	37	162263	0.2	0
6	281	40	162423	0.2	0
1	0	43	32132	1.3	0
2	20	49	32144	1.5	0
3	30	31	32170	1.0	0
4	50	44	32176	1.4	0
5	151	43	32507	1.3	0
6	171	11	32597	0.3	0
7	202	48	32753	1.5	1
1	0	35	69724	0.5	0
2	10	38	69724	0.5	0
3	40	42	69732	0.6	0
4	71	38	69794	0.5	0
5	81	7	69794	0.1	0
6	91	39	69816	0.6	0
7	141	40	69827	0.6	0
8	171	49	69827	0.7	0
9	211	42	69860	0.6	1
10	332	13	70112	0.2	0
11	412	33	70157	0.5	0
1	0	19	15703	1.2	0
2	10	34	15703	2.2	0
3	91	42	15703	2.7	0
4	131	15	15712	1.0	0
5	141	42	15712	2.7	0
6	181	46	15783	2.9	0
7	191	7	15783	0.4	0
8	232	14	15813	0.9	0
9	242	18	15813	1.1	0
10	302	30	15818	1.9	1
1	0	48	7565	6.3	0
1	0	37	12650	2.9	0
2	20	37	12651	2.9	0
3	50	39	12658	3.1	0
4	70	39	12658	3.1	0
5	100	39	12665	3.1	0
6	180	45	12726	3.5	0
7	270	24	12746	1.9	0
8	420	49	12952	3.8	0
1	0	20	11310	1.8	0
1	0	26	17347	1.5	0
2	10	48	17347	2.8	0
3	30	48	17382	2.8	0
4	60	41	17388	2.4	1
5	201	48	17515	2.7	0
6	292	15	17526	0.9	0
7	302	48	17526	2.7	0
8	312	48	17526	2.7	0
9	332	48	17526	2.7	0
1	0	48	9897	4.8	0
2	10	49	9897	5.0	1
3	151	19	10256	1.9	0
4	241	21	10301	2.0	0
5	271	42	10331	4.1	0
1	0	10	4415	2.3	0
2	10	15	4454	3.4	0
3	20	22	4454	4.9	0
4	40	15	4454	3.4	0
5	50	17	4461	3.8	0
6	80	23	4641	5.0	0
7	90	26	4647	5.6	0
8	100	20	4647	4.3	0
9	141	32	4673	6.8	0
10	181	23	4673	4.9	0
11	191	38	4673	8.1	0
1	0	9	10605	0.8	0
2	61	24	10611	2.3	0
3	71	39	10611	3.7	0
4	81	36	10611	3.4	0
5	101	35	10617	3.3	0
6	121	40	10617	3.8	0
7	171	40	10617	3.8	0
8	201	48	10617	4.5	0
9	272	48	10652	4.5	0
1	0	30	8840	3.4	0
2	20	8	8850	0.9	0
3	40	29	8865	3.3	0
4	50	9	8865	1.0	1
5	171	38	9048	4.2	0
6	201	42	9125	4.6	0
7	261	48	9135	5.3	0
8	291	48	9135	5.3	0
9	371	16	9139	1.8	0
1	0	38	8038	4.7	0
2	120	38	8313	4.6	0
3	180	42	8328	5.0	0
4	221	22	8328	2.6	0
5	231	41	8328	4.9	0
6	241	42	8328	5.0	1
7	251	22	8345	2.6	0
8	291	42	8502	4.9	0
9	392	15	8562	1.8	0
10	493	32	8683	3.7	0
11	523	30	8683	3.5	0
1	0	21	5609	3.7	0
2	20	25	5609	4.5	0
3	30	37	5609	6.6	0
4	50	21	5609	3.7	0
5	70	31	5609	5.5	0
6	80	15	5613	2.7	0
7	131	15	5632	2.7	0
8	161	48	5632	8.5	0
1	0	44	4301	10.2	0
2	30	42	4301	9.8	0
3	110	6	4308	1.4	0
4	131	34	4332	7.8	0
5	171	28	4353	6.4	0
6	181	48	4354	11.0	0
7	192	45	4366	10.3	0
8	212	25	4367	5.7	0
9	222	34	4369	7.8	0
1	0	15	5909	2.5	0
2	10	31	5909	5.2	0
3	40	42	5909	7.1	0
4	71	22	5909	3.7	0
5	101	20	5910	3.4	0
6	121	20	5910	3.4	0
7	171	47	5910	8.0	0
8	191	42	5918	7.1	0
9	222	18	5918	3.0	0
10	231	46	5918	7.8	0
11	262	23	5918	3.9	0
1	0	38	6540	5.8	1
2	91	38	7622	5.0	0
3	182	3	7630	0.4	0
4	192	19	7630	2.5	0
5	202	19	7630	2.5	0
6	232	32	7654	4.2	0
7	263	49	7657	6.4	0
8	283	43	7657	5.6	0
1	0	15	3071	4.9	0
2	20	42	3075	13.7	0
3	101	21	3081	6.8	0
