SER_NUM	FROM_FIRST_TIME	BEFORE_US	TOT_MATCHED	BEFORE_US_PROMILE	MATCHED_FLG
4	111	39	21636	1.8	0
5	141	34	21746	1.6	1
6	211	39	22253	1.8	0
1	0	17	14731	1.2	0
2	20	17	14742	1.2	0
3	100	25	14794	1.7	0
4	111	24	14794	1.6	0
5	151	22	14814	1.5	0
6	171	48	14847	3.2	0
1	0	38	39892	1.0	1
2	80	39	40266	1.0	0
3	404	22	41040	0.5	1
1	0	36	14461	2.5	0
2	20	22	14461	1.5	0
1	0	25	6524	3.8	0
2	60	42	6559	6.4	0
3	91	48	6559	7.3	0
4	101	32	6559	4.9	0
5	131	20	6559	3.0	0
6	161	25	6559	3.8	0
7	191	27	6559	4.1	0
8	222	34	6559	5.2	0
9	292	20	6559	3.0	0
1	0	22	6352	3.5	0
2	20	43	6401	6.7	0
3	60	19	6469	2.9	1
4	80	17	6493	2.6	1
1	0	19	8465	2.2	0
2	61	40	8521	4.7	0
3	82	42	8521	4.9	0
4	92	25	8521	2.9	0
5	122	35	8561	4.1	0
1	0	42	14384	2.9	1
2	272	48	16399	2.9	0
1	0	43	11323	3.8	0
2	91	17	11396	1.5	0
3	161	43	11402	3.8	0
1	0	40	14091	2.8	0
2	20	25	14091	1.8	0
3	40	25	14091	1.8	0
4	50	25	14091	1.8	0
5	70	25	14091	1.8	0
6	81	41	14091	2.9	1
7	323	27	14448	1.9	0
8	343	27	14465	1.9	0
9	353	27	14465	1.9	0
10	373	18	14465	1.2	0
1	0	42	3480	12.1	0
2	30	25	3486	7.2	0
3	50	42	3486	12.0	0
4	80	20	3486	5.7	0
5	90	20	3486	5.7	0
6	100	30	3486	8.6	0
7	110	42	3486	12.0	0
8	130	30	3486	8.6	0
1	0	20	3103	6.4	0
2	10	20	3103	6.4	0
3	91	15	3163	4.7	0
4	242	12	3245	3.7	0
5	252	12	3245	3.7	0
6	262	21	3245	6.5	0
1	0	31	5250	5.9	0
2	20	42	5266	8.0	0
3	121	42	5388	7.8	0
1	0	31	10536	2.9	0
2	81	30	10689	2.8	0
3	91	42	10689	3.9	0
4	151	43	10692	4.0	0
5	191	49	10693	4.6	0
6	201	42	10793	3.9	0
7	302	49	10841	4.5	0
1	0	23	30450	0.8	0
2	40	20	30782	0.6	0
3	50	42	30795	1.4	1
4	120	30	31752	0.9	0
5	140	30	31872	0.9	0
6	170	37	32104	1.2	1
1	0	35	4455	7.9	0
2	60	40	4759	8.4	0
3	100	45	4805	9.4	0
4	130	39	4815	8.1	0
5	160	28	4815	5.8	0
6	170	35	4815	7.3	0
7	180	39	4815	8.1	0
8	210	35	4829	7.2	0
9	220	35	5060	6.9	0
10	230	37	5060	7.3	1
1	0	39	40627	1.0	0
2	20	30	40859	0.7	0
3	120	33	42408	0.8	0
4	221	35	44551	0.8	0
5	281	30	45228	0.7	1
1	0	18	7711	2.3	0
2	30	6	7750	0.8	0
3	121	42	7955	5.3	0
4	222	44	8119	5.4	0
5	232	36	8119	4.4	0
6	262	38	8119	4.7	0
7	272	15	8119	1.8	0
8	312	15	8119	1.8	0
9	322	20	8119	2.5	0
10	372	33	8901	3.7	0
1	0	20	3388	5.9	0
2	20	10	3388	3.0	0
3	40	33	3388	9.7	0
4	60	20	3388	5.9	0
5	80	43	3428	12.5	0
6	90	41	3428	12.0	0
7	111	38	3458	11.0	0
1	0	42	17683	2.4	0
2	10	24	17756	1.4	1
3	151	42	18042	2.3	0
4	161	23	18042	1.3	0
5	192	34	18046	1.9	0
6	252	42	18068	2.3	0
7	262	38	18068	2.1	0
1	0	40	3664	10.9	0
2	20	19	3664	5.2	0
3	30	19	3664	5.2	1
4	111	20	3752	5.3	0
5	141	20	3752	5.3	0
6	181	43	3752	11.5	0
7	191	30	3752	8.0	0
8	252	20	3772	5.3	0
9	262	42	3772	11.1	0
10	312	42	3772	11.1	0
1	0	38	12023	3.2	0
2	31	42	12027	3.5	0
3	101	15	12053	1.2	0
4	142	46	12252	3.8	0
5	182	38	12301	3.1	0
6	192	32	12301	2.6	0
7	253	42	12315	3.4	0
8	303	42	12476	3.4	0
1	0	39	6906	5.6	0
2	50	42	6909	6.1	0
3	70	24	6939	3.5	1
4	150	23	7016	3.3	0
5	160	42	7016	6.0	0
6	220	20	7160	2.8	0
7	240	23	7319	3.1	0
8	320	23	7377	3.1	0
1	0	17	4831	3.5	0
2	30	17	4831	3.5	0
3	51	42	4865	8.6	0
4	101	42	4875	8.6	0
5	151	42	4875	8.6	0
6	181	23	4875	4.7	0
7	202	42	4875	8.6	0
8	242	38	4875	7.8	0
1	0	23	4140	5.6	0
2	10	15	4140	3.6	0
3	20	15	4173	3.6	0
4	241	38	4203	9.0	0
5	262	25	4203	5.9	0
1	0	42	5334	7.9	0
2	141	37	5384	6.9	0
3	151	42	5384	7.8	0
4	171	15	5384	2.8	0
5	201	38	5445	7.0	0
1	0	39	26979	1.4	0
2	50	44	27042	1.6	1
3	191	28	28358	1.0	1
4	271	23	29376	0.8	0
5	362	30	29795	1.0	0
1	0	38	18035	2.1	0
2	60	42	18035	2.3	0
3	110	46	18040	2.5	0
4	160	45	18045	2.5	0
5	200	43	18048	2.4	0
6	220	15	18063	0.8	0
1	0	36	19270	1.9	0
2	20	30	19452	1.5	0
3	50	44	19456	2.3	0
4	80	44	19483	2.3	0
5	110	39	19489	2.0	0
6	130	42	19491	2.2	0
7	180	34	19592	1.7	0
1	0	50	3403	14.7	1
2	171	42	3682	11.4	0
1	0	26	4720	5.5	0
2	141	15	4777	3.1	1
3	191	38	4782	7.9	0
4	211	42	4782	8.8	0
5	271	42	4802	8.7	0
6	352	47	4802	9.8	0
1	0	31	4240	7.3	0
2	10	42	4240	9.9	0
3	30	31	4240	7.3	0
4	40	35	4240	8.3	0
5	60	42	4240	9.9	0
6	140	49	4354	11.3	0
7	161	42	4355	9.6	0
8	201	35	4355	8.0	0
1	0	31	3621	8.6	0
2	20	43	3646	11.8	0
3	30	24	3656	6.6	0
4	51	24	3656	6.6	0
5	132	42	3789	11.1	0
6	172	46	3789	12.1	0
7	233	38	3789	10.0	0
8	243	42	3789	11.1	0
9	273	38	3789	10.0	0
10	293	42	3789	11.1	0
11	383	15	3789	4.0	0
12	403	42	3789	11.1	0
1	0	38	3068	12.4	0
1	0	44	5324	8.3	0
2	20	32	5324	6.0	0
3	80	38	5326	7.1	0
4	90	42	5326	7.9	0
5	171	43	5326	8.1	0
6	191	44	5326	8.3	0
7	221	20	5326	3.8	0
8	251	37	5326	6.9	0
9	291	35	5352	6.5	0
10	312	35	5352	6.5	0
11	352	35	5902	5.9	0
12	372	45	5902	7.6	0
13	402	45	5912	7.6	0
14	443	28	5912	4.7	0
15	453	30	5912	5.1	0
1	0	5	8718	0.6	0
2	90	38	8736	4.3	0
3	110	42	8736	4.8	0
4	160	38	8736	4.3	0
5	170	42	8736	4.8	0
6	271	15	8736	1.7	0
7	321	42	8743	4.8	0
8	342	26	8755	3.0	0
1	0	42	4742	8.9	0
2	31	12	4742	2.5	1
3	242	10	4776	2.1	0
4	252	10	4776	2.1	0
5	303	48	4784	10.0	0
6	323	42	4868	8.6	0
7	373	25	4868	5.1	0
1	0	32	4582	7.0	0
1	0	42	17161	2.4	0
2	13	26	17168	1.5	0
1	0	32	3153	10.1	0
2	10	42	3161	13.3	0
3	30	19	3161	6.0	0
4	110	15	3247	4.6	0
5	361	22	3672	6.0	0
1	0	40	4615	8.7	0
2	120	22	4639	4.7	0
3	140	40	4761	8.4	0
4	260	15	4895	3.1	0
1	0	41	11072	3.7	0
2	111	47	11167	4.2	0
1	0	16	4573	3.5	0
2	70	30	4605	6.5	0
3	90	42	4605	9.1	0
1	0	22	3975	5.5	0
2	20	15	3975	3.8	0
3	30	42	3975	10.6	0
4	50	15	3975	3.8	0
1	0	41	15841	2.6	0
1	0	32	3285	9.7	0
2	10	32	3285	9.7	0
3	30	17	3285	5.2	0
4	50	17	3285	5.2	0
5	81	48	3285	14.6	0
6	140	42	3285	12.8	0
1	0	42	5470	7.7	1
1	0	22	3129	7.0	0
2	41	48	3162	15.2	0
3	99	48	3172	15.1	0
1	0	17	3567	4.8	0
2	10	15	3567	4.2	0
3	30	42	3567	11.8	0
4	83	38	3567	10.7	0
5	96	42	3567	11.8	0
1	0	49	4783	10.2	0
2	75	37	4807	7.7	0
3	85	42	4807	8.7	0
1	0	42	5581	7.5	0
1	0	42	18137	2.3	0
2	40	49	18152	2.7	0
3	60	39	18229	2.1	0
4	80	21	18229	1.2	0
5	100	44	18229	2.4	0
6	120	42	18229	2.3	0
7	160	22	18253	1.2	0
8	170	42	18253	2.3	0
9	190	15	18253	0.8	0
10	250	15	18353	0.8	0
11	260	48	18353	2.6	1
12	270	44	18511	2.4	0
1	0	44	186276	0.2	1
1	0	44	47967	0.9	0
2	40	50	48080	1.0	0
3	141	14	49232	0.3	0
4	286	22	50179	0.4	0
1	0	29	8469	3.4	0
2	10	37	8487	4.4	1
3	111	19	8594	2.2	0
4	151	27	8633	3.1	0
5	181	27	8659	3.1	1
6	242	40	8822	4.5	1
1	0	42	11180	3.8	0
2	10	17	11180	1.5	0
3	30	30	11214	2.7	1
4	100	15	11296	1.3	0
5	110	45	11302	4.0	0
6	221	42	11302	3.7	0
1	0	14	5901	2.4	0
2	10	14	5901	2.4	0
3	51	13	5929	2.2	0
4	81	48	5929	8.1	0
5	152	42	5951	7.1	0
6	172	15	5951	2.5	0
1	0	40	88196	0.5	0
1	0	7	3245	2.2	0
2	50	7	3245	2.2	0
3	70	29	3245	8.9	0
4	130	38	3265	11.6	0
5	161	42	3265	12.9	0
6	211	42	3274	12.8	0
7	231	48	3274	14.7	0
8	271	47	3274	14.4	0
1	0	7	20847	0.3	0
2	40	45	20865	2.2	0
3	81	42	20911	2.0	0
4	181	42	20924	2.0	0
5	242	39	20944	1.9	0
6	292	42	20944	2.0	0
7	322	40	20951	1.9	0
1	0	48	16416	2.9	0
2	50	32	16461	1.9	0
3	60	20	16471	1.2	0
4	70	35	16471	2.1	0
5	100	28	16500	1.7	0
6	121	35	16513	2.1	1
7	171	15	16593	0.9	0
8	231	16	16984	0.9	0
9	241	37	16984	2.2	0
1	0	5	17585	0.3	0
2	50	42	17624	2.4	0
3	100	47	17699	2.7	0
4	141	45	17699	2.5	0
5	221	29	18857	1.5	0
6	282	45	19691	2.3	0
7	313	16	20046	0.8	0
8	363	44	20232	2.2	0
1	0	49	7818	6.3	0
2	30	44	7830	5.6	0
3	60	29	8152	3.6	0
4	90	7	8367	0.8	0
5	242	42	8779	4.8	1
1	0	36	9526	3.8	0
2	20	37	9570	3.9	0
3	60	27	9638	2.8	0
4	70	27	9638	2.8	0
5	80	42	9672	4.3	0
6	130	42	9696	4.3	0
7	181	42	9747	4.3	0
8	241	42	9759	4.3	0
9	271	43	9759	4.4	1
10	321	37	9969	3.7	0
1	0	42	14356	2.9	0
2	40	26	14356	1.8	0
3	50	42	14356	2.9	0
4	161	42	14529	2.9	0
5	171	39	14535	2.7	0
6	181	7	14535	0.5	0
7	221	39	14555	2.7	0
8	242	43	14616	2.9	0
9	302	30	14770	2.0	1
1	0	35	4912	7.1	0
2	9	16	4912	3.3	0
3	50	28	4958	5.6	0
4	110	30	5052	5.9	0
5	230	42	5052	8.3	0
1	0	49	8613	5.7	0
2	41	41	8641	4.7	0
3	91	30	8723	3.4	1
4	111	30	8723	3.4	1
5	161	44	9126	4.8	1
1	0	42	4122	10.2	0
1	0	36	4585	7.9	0
2	71	42	4585	9.2	0
3	81	15	4599	3.3	0
4	101	7	4599	1.5	0
5	122	7	4599	1.5	0
6	172	49	4599	10.7	0
7	242	35	4609	7.6	0
8	262	35	4609	7.6	0
9	303	22	4609	4.8	0
1	0	42	11014	3.8	0
2	40	15	11078	1.4	0
3	50	42	11078	3.8	0
4	70	15	11256	1.3	0
5	80	15	11256	1.3	0
6	100	37	11266	3.3	0
1	0	26	3882	6.7	0
1	0	33	5072	6.5	0
2	10	11	5072	2.2	0
3	70	38	5094	7.5	0
4	140	38	5094	7.5	0
5	160	42	5094	8.2	0
6	170	15	5094	2.9	0
7	180	15	5094	2.9	0
8	210	42	5094	8.2	0
1	0	37	13842	2.7	0
2	10	11	13843	0.8	0
3	60	31	13871	2.2	0
4	150	42	14322	2.9	0
5	200	42	14331	2.9	0
1	0	42	5409	7.8	0
2	110	42	5421	7.7	0
3	120	39	5421	7.2	0
4	161	42	5433	7.7	0
5	201	27	5492	4.9	0
6	211	49	5501	8.9	0
7	231	22	5501	4.0	0
8	261	45	5501	8.2	0
1	0	35	31406	1.1	0
2	313	42	34832	1.2	0
1	0	34	12452	2.7	0
2	12	46	12457	3.7	1
3	72	28	12577	2.2	0
4	183	38	12647	3.0	0
5	224	42	12654	3.3	0
6	267	40	12747	3.1	0
7	307	26	12747	2.0	0
1	0	42	4529	9.3	0
2	60	42	4529	9.3	0
3	111	42	4529	9.3	0
4	131	26	4532	5.7	0
5	232	30	4532	6.6	0
1	0	30	3861	7.8	0
2	40	23	3865	6.0	0
1	0	15	5614	2.7	0
2	20	15	5622	2.7	0
3	50	38	5622	6.8	0
4	81	15	5634	2.7	0
1	0	15	5005	3.0	0
2	15	42	5005	8.4	0
3	50	15	5005	3.0	0
4	256	42	5028	8.4	0
1	0	23	6259	3.7	0
2	79	45	6562	6.9	0
3	122	48	6563	7.3	0
4	143	35	6563	5.3	0
1	0	19	4228	4.5	0
2	141	45	4282	10.5	0
1	0	42	8239	5.1	1
1	0	42	5044	8.3	0
2	55	42	5044	8.3	0
1	0	44	3804	11.6	1
2	51	42	4004	10.5	0
3	111	42	4006	10.5	1
1	0	22	23927	0.9	0
2	30	44	23991	1.8	0
1	0	48	3599	13.3	0
1	0	6	95553	0.1	0
1	0	8	3211	2.5	0
1	0	31	8237	3.8	0
2	61	44	8381	5.2	0
3	126	42	8397	5.0	0
4	241	26	8409	3.1	0
5	251	42	8417	5.0	0
1	0	22	6065	3.6	0
2	120	15	6066	2.5	0
3	150	15	6066	2.5	0
4	161	42	6066	6.9	0
5	181	15	6066	2.5	0
6	223	42	6066	6.9	0
1	0	27	11735	2.3	0
2	61	15	11735	1.3	0
3	121	22	11735	1.9	0
4	132	22	11735	1.9	0
1	0	39	7232	5.4	0
2	13	42	7232	5.8	0
3	147	42	7253	5.8	0
4	265	42	7257	5.8	0
5	285	15	7257	2.1	0
6	296	15	7257	2.1	0
1	0	36	76737	0.5	1
2	61	19	77054	0.2	0
3	71	45	77054	0.6	0
4	127	28	77087	0.4	0
5	147	26	77808	0.3	0
6	159	26	77830	0.3	0
7	199	37	78328	0.5	1
8	244	27	78808	0.3	0
1	0	31	4956	6.3	0
2	21	42	4956	8.5	0
3	41	30	4956	6.1	0
1	0	23	3438	6.7	0
2	21	23	3438	6.7	0
3	52	23	3438	6.7	0
4	83	42	3438	12.2	0
1	0	37	7157	5.2	0
2	62	10	7198	1.4	1
3	327	10	7286	1.4	0
4	337	20	7286	2.7	0
5	409	19	7298	2.6	0
1	0	40	3075	13.0	0
2	23	42	3075	13.7	0
3	31	15	3075	4.9	0
4	41	38	3075	12.4	0
5	61	22	3096	7.1	0
6	84	22	3096	7.1	0
7	114	47	3096	15.2	0
8	124	42	3096	13.6	0
9	144	25	3096	8.1	0
10	175	42	3096	13.6	0
11	235	15	3096	4.8	0
1	0	46	3251	14.1	0
2	50	42	3251	12.9	1
1	0	22	8927	2.5	0
2	61	28	9980	2.8	0
3	168	48	10036	4.8	0
4	179	44	10036	4.4	0
1	0	44	16828	2.6	0
2	61	42	16828	2.5	0
3	179	42	16925	2.5	0
1	0	25	10745	2.3	0
2	48	25	11245	2.2	0
1	0	22	9146	2.4	0
2	23	42	9147	4.6	0
3	138	38	9158	4.1	0
4	244	42	9236	4.5	0
5	274	30	9236	3.2	0
6	306	36	9236	3.9	0
1	0	30	26211	1.1	0
2	20	27	26367	1.0	1
1	0	23	3350	6.9	0
2	72	22	3396	6.5	0
3	114	20	3396	5.9	0
4	228	20	3396	5.9	0
5	248	42	3396	12.4	0
1	0	42	9508	4.4	0
2	94	42	9508	4.4	0
3	104	42	9508	4.4	0
1	0	40	4719	8.5	0
1	0	35	10954	3.2	0
2	30	36	11094	3.2	0
3	111	22	11416	1.9	0
4	152	16	11648	1.4	0
5	197	42	11657	3.6	0
6	227	22	11726	1.9	0
1	0	22	10004	2.2	0
2	41	42	10004	4.2	0
3	111	38	10051	3.8	0
4	131	20	10051	2.0	0
5	161	30	10064	3.0	0
6	211	42	10136	4.1	0
7	241	20	10136	2.0	0
8	272	42	10156	4.1	0
9	352	43	10167	4.2	0
10	433	36	10167	3.5	0
11	463	28	10167	2.8	0
12	493	42	10167	4.1	0
1	0	42	9443	4.4	0
2	30	15	9468	1.6	0
3	90	22	9485	2.3	0
4	110	47	9485	5.0	0
5	120	42	9485	4.4	0
6	150	39	9497	4.1	0
7	190	22	9497	2.3	0
8	231	41	9497	4.3	0
1	0	38	5667	6.7	0
2	71	42	5725	7.3	0
3	111	7	5789	1.2	0
4	121	35	5789	6.0	1
5	281	32	6101	5.2	1
6	362	20	6147	3.3	0
1	0	38	8382	4.5	0
2	10	42	8382	5.0	0
3	121	20	8440	2.4	0
4	171	20	8440	2.4	1
5	222	38	8545	4.4	0
6	232	25	8545	2.9	0
7	252	30	8565	3.5	0
8	302	42	8565	4.9	0
1	0	28	4126	6.8	0
2	10	27	4126	6.5	1
3	181	30	4209	7.1	0
4	241	15	4209	3.6	0
5	321	44	4209	10.5	0
1	0	42	8932	4.7	0
2	40	20	8932	2.2	0
3	61	20	8952	2.2	0
4	101	39	8959	4.4	0
5	152	32	9049	3.5	0
6	192	46	9049	5.1	0
7	253	36	9070	4.0	0
1	0	42	6422	6.5	0
2	40	3	6452	0.5	0
3	102	15	6536	2.3	0
4	201	48	6740	7.1	0
5	261	45	6746	6.7	0
6	271	8	6746	1.2	0
1	0	29	29030	1.0	0
2	40	30	29031	1.0	0
3	141	37	29898	1.2	1
4	241	15	30519	0.5	1
5	251	42	30519	1.4	1
1	0	21	22356	0.9	0
2	10	19	22356	0.8	1
3	101	10	22661	0.4	0
4	121	10	22661	0.4	0
5	131	42	22661	1.9	0
6	151	30	22661	1.3	0
7	276	23	23462	1.0	0
1	0	42	12006	3.5	0
2	50	37	12006	3.1	0
3	60	42	12006	3.5	0
4	70	22	12036	1.8	1
5	292	40	12267	3.3	0
6	333	20	12422	1.6	1
1	0	34	12760	2.7	0
2	20	28	12760	2.2	0
3	40	35	12770	2.7	0
1	0	33	3650	9.0	0
2	20	7	3650	1.9	0
3	50	15	3664	4.1	0
4	140	32	3717	8.6	1
5	291	28	3985	7.0	0
6	301	42	3985	10.5	0
1	0	22	4596	4.8	0
2	30	42	4596	9.1	0
3	141	42	4596	9.1	0
4	191	15	4596	3.3	0
5	201	42	4596	9.1	0
6	231	48	4641	10.3	0
7	252	42	4641	9.0	0
8	314	15	4641	3.2	0
9	354	42	4641	9.0	0
10	384	27	4722	5.7	0
1	0	40	3917	10.2	0
2	81	33	3917	8.4	0
3	111	42	3917	10.7	0
4	162	42	3917	10.7	0
5	182	38	3917	9.7	0
6	204	15	3917	3.8	0
7	224	47	3917	12.0	0
8	274	15	3917	3.8	0
9	305	43	3937	10.9	0
10	325	42	3937	10.7	0
1	0	7	8299	0.8	0
2	222	25	8363	3.0	0
3	262	42	8583	4.9	0
4	272	23	8586	2.7	0
5	282	48	8586	5.6	0
6	353	25	8586	2.9	0
1	0	45	6472	7.0	0
2	40	32	6574	4.9	0
3	191	27	6584	4.1	0
4	221	27	6584	4.1	0
5	241	42	6584	6.4	0
1	0	30	10599	2.8	0
2	30	30	10599	2.8	0
3	41	42	10599	4.0	0
1	0	22	7736	2.8	0
2	90	14	9504	1.5	0
3	131	49	9504	5.2	0
4	191	26	9504	2.7	0
5	201	42	9504	4.4	0
1	0	42	12636	3.3	0
2	21	17	12702	1.3	0
3	31	17	12702	1.3	0
4	92	42	12702	3.3	0
5	142	47	12702	3.7	0
1	0	42	13879	3.0	0
2	50	42	13895	3.0	0
3	141	38	13949	2.7	0
4	161	45	13958	3.2	0
1	0	13	10357	1.3	0
2	40	48	10386	4.6	0
3	80	44	10675	4.1	0
4	90	42	10675	3.9	0
5	110	44	10875	4.0	0
6	141	44	10879	4.0	0
7	161	49	10879	4.5	0
8	191	35	10896	3.2	1
9	231	38	10928	3.5	0
1	0	40	5046	7.9	0
2	121	24	5130	4.7	0
3	131	16	5130	3.1	0
4	151	41	5130	8.0	0
5	272	15	5229	2.9	1
1	0	15	16795	0.9	0
2	192	5	16882	0.3	0
3	232	38	16904	2.2	0
1	0	22	5368	4.1	0
2	80	19	5414	3.5	0
3	93	20	5414	3.7	0
4	100	46	5414	8.5	0
5	150	43	5503	7.8	0
1	0	48	5021	9.6	0
2	40	49	5029	9.7	0
1	0	27	48583	0.6	0
1	0	15	8163	1.8	0
2	50	49	8171	6.0	0
3	131	42	8226	5.1	0
4	211	22	8226	2.7	0
5	251	42	8226	5.1	0
6	281	38	8226	4.6	0
7	332	15	8226	1.8	0
8	362	41	8234	5.0	0
9	412	42	8234	5.1	0
1	0	5	3770	1.3	0
2	40	21	3979	5.3	0
1	0	44	14086	3.1	0
1	0	30	6431	4.7	0
1	0	22	4740	4.6	0
1	0	25	7211	3.5	0
2	21	13	7261	1.8	0
3	31	42	7271	5.8	0
4	93	43	7331	5.9	1
5	113	20	7699	2.6	1
6	164	20	7989	2.5	0
7	184	20	8003	2.5	0
8	214	32	8003	4.0	0
9	274	32	8007	4.0	0
1	0	44	56981	0.8	1
2	222	47	60630	0.8	0
1	0	30	4180	7.2	0
2	71	42	4190	10.0	0
3	192	48	4190	11.5	0
1	0	43	19625	2.2	0
2	60	42	19647	2.1	0
3	100	48	19647	2.4	0
4	121	42	19647	2.1	0
1	0	28	5717	4.9	0
2	51	42	5727	7.3	0
3	61	42	5727	7.3	0
4	81	32	5727	5.6	0
5	91	43	5727	7.5	0
6	121	15	5727	2.6	0
7	161	42	5727	7.3	0
8	171	15	5727	2.6	0
1	0	46	8408	5.5	0
2	61	30	8488	3.5	0
3	91	25	8488	2.9	0
1	0	47	52548	0.9	0
1	0	26	15714	1.7	0
2	52	43	15714	2.7	0
1	0	31	35440	0.9	1
2	272	36	43933	0.8	0
1	0	42	3555	11.8	0
2	31	22	3562	6.2	0
3	51	42	3562	11.8	0
4	101	38	3562	10.7	0
5	162	42	3562	11.8	0
6	192	25	3562	7.0	0
1	0	27	8862	3.0	0
2	40	45	8862	5.1	0
3	70	24	8862	2.7	0
4	100	45	8868	5.1	0
5	110	6	8868	0.7	0
6	120	9	8868	1.0	0
7	130	11	8868	1.2	0
8	140	8	8868	0.9	0
9	150	10	8868	1.1	0
10	200	33	8889	3.7	0
1	0	49	5347	9.2	0
2	34	42	5347	7.9	0
1	0	44	11548	3.8	0
1	0	14	11770	1.2	0
2	20	21	11780	1.8	0
3	111	48	11780	4.1	0
4	121	44	11855	3.7	0
5	171	45	11932	3.8	0
1	0	9	14121	0.6	0
2	80	27	14288	1.9	0
3	90	27	14309	1.9	0
4	122	42	14309	2.9	0
1	0	15	4320	3.5	0
2	20	48	4320	11.1	0
3	30	42	4320	9.7	0
1	0	39	6582	5.9	0
2	20	48	6582	7.3	0
1	0	20	4001	5.0	0
1	0	30	10505	2.9	0
2	31	42	10505	4.0	0
3	129	33	10538	3.1	0
1	0	45	58601	0.8	1
1	0	42	3314	12.7	0
2	20	32	3338	9.6	0
3	30	34	3358	10.1	0
4	81	30	3362	8.9	0
1	0	42	5226	8.0	0
2	81	26	5226	5.0	0
3	101	26	5226	5.0	1
4	352	44	5444	8.1	0
1	0	42	3645	11.5	0
2	20	27	3645	7.4	0
3	41	27	3645	7.4	0
4	71	27	3886	6.9	0
5	113	44	3886	11.3	0
1	0	20	3231	6.2	0
2	60	42	3231	13.0	1
3	191	43	3591	12.0	0
4	222	43	3791	11.3	0
1	0	18	17875	1.0	0
2	10	44	17875	2.5	0
3	20	5	17887	0.3	0
1	0	27	14424	1.9	0
2	30	25	14457	1.7	0
3	71	20	14723	1.4	0
4	81	26	14728	1.8	0
5	132	37	14784	2.5	1
6	263	30	14876	2.0	0
7	293	34	14901	2.3	1
1	0	18	11354	1.6	0
2	21	7	11421	0.6	0
3	72	42	11469	3.7	0
4	132	42	11506	3.7	0
5	142	42	11506	3.7	0
6	182	42	11546	3.6	0
7	232	48	11546	4.2	0
1	0	48	5058	9.5	0
2	71	28	5190	5.4	0
1	0	22	5907	3.7	0
2	20	22	5907	3.7	0
3	101	42	5907	7.1	0
1	0	46	4191	11.0	0
2	41	44	4191	10.5	0
1	0	23	4394	5.2	1
2	90	24	4992	4.8	0
3	120	45	5003	9.0	0
4	170	47	5026	9.4	0
5	211	28	5026	5.6	0
6	231	47	5026	9.4	0
7	252	28	5026	5.6	0
8	332	47	5026	9.4	0
9	352	43	5032	8.5	0
1	0	23	13515	1.7	0
2	10	23	13515	1.7	0
3	40	46	14183	3.2	0
4	161	42	14436	2.9	0
5	271	44	14436	3.0	0
1	0	23	175995	0.1	1
1	0	43	7492	5.7	0
2	100	24	7495	3.2	0
3	110	41	7663	5.4	0
4	120	25	7663	3.3	0
5	150	25	7664	3.3	0
1	0	20	6635	3.0	0
2	20	43	6675	6.4	0
3	40	23	7099	3.2	0
4	140	42	7142	5.9	0
5	201	42	7142	5.9	0
6	252	15	7160	2.1	0
1	0	44	5812	7.6	0
2	10	42	5812	7.2	0
3	40	44	5812	7.6	0
4	70	44	5812	7.6	0
5	101	44	5812	7.6	0
6	131	44	5812	7.6	0
1	0	33	89609	0.4	0
2	81	35	93038	0.4	1
3	336	45	94697	0.5	0
4	387	38	95325	0.4	0
1	0	24	3503	6.9	0
1	0	46	16315	2.8	0
2	51	46	16322	2.8	0
3	102	27	16363	1.7	1
4	163	28	16570	1.7	1
5	447	25	16732	1.5	0
6	457	39	16732	2.3	1
1	0	29	11566	2.5	0
2	123	42	11587	3.6	0
3	143	44	11692	3.8	0
4	154	44	11692	3.8	0
5	164	27	11692	2.3	0
1	0	22	9570	2.3	0
2	30	22	9610	2.3	0
3	61	28	10138	2.8	0
4	122	28	10148	2.8	0
1	0	22	5573	3.9	0
2	21	42	5573	7.5	0
3	81	42	5578	7.5	0
1	0	30	13962	2.1	1
1	0	42	7317	5.7	0
2	10	25	7317	3.4	0
3	20	25	7317	3.4	0
4	51	25	7317	3.4	0
5	254	29	7444	3.9	0
6	284	42	7444	5.6	0
1	0	23	4870	4.7	0
2	20	17	4881	3.5	0
3	183	42	4916	8.5	0
4	213	22	4917	4.5	0
5	243	42	4917	8.5	0
6	294	42	4917	8.5	0
1	0	42	4098	10.2	0
2	30	48	4133	11.6	0
1	0	44	7328	6.0	0
2	31	6	7486	0.8	1
3	161	29	7850	3.7	0
4	262	42	8031	5.2	0
1	0	25	16221	1.5	0
2	30	42	16402	2.6	0
3	140	22	16478	1.3	0
4	160	7	16503	0.4	0
5	230	33	16755	2.0	0
6	310	47	16807	2.8	0
1	0	37	22727	1.6	0
2	20	46	23064	2.0	1
3	70	46	23314	2.0	0
1	0	44	11958	3.7	0
2	40	44	11958	3.7	0
3	60	23	11964	1.9	0
4	120	44	11977	3.7	0
5	150	44	11977	3.7	0
1	0	47	11748	4.0	0
2	20	43	11783	3.6	0
3	30	46	11783	3.9	0
4	50	42	11783	3.6	0
1	0	44	3051	14.4	0
2	80	20	3056	6.5	0
3	90	30	3056	9.8	0
1	0	44	14534	3.0	0
2	50	42	14581	2.9	0
3	81	15	14600	1.0	1
4	111	34	14633	2.3	0
5	131	20	14791	1.4	0
6	161	42	14815	2.8	0
7	201	33	15167	2.2	0
8	242	15	15253	1.0	0
9	252	44	15253	2.9	0
10	272	28	15253	1.8	0
